center_x_px,center_y_px,row_index,col_index,pred_x_px,pred_y_px,residual_px
6.221289989680082044e+02,8.891289989680082044e+02,2.100000000000000000e+01,1.200000000000000000e+01,6.216728395061741139e+02,8.890046727046541264e+02,4.727985558145822442e-01
5.895000000000000000e+02,8.892249488752555635e+02,2.100000000000000000e+01,1.100000000000000000e+01,5.889917695473262711e+02,8.890046727046541264e+02,5.539131559728265319e-01
5.568710010319916819e+02,8.891289989680082044e+02,2.100000000000000000e+01,1.000000000000000000e+01,5.563106995884784283e+02,8.890046727046541264e+02,5.739292006533761592e-01
5.241289989680082044e+02,8.891289989680082044e+02,2.100000000000000000e+01,9.000000000000000000e+00,5.236296296296305854e+02,8.890046727046541264e+02,5.146132099657844128e-01
4.915000000000000000e+02,8.893084886128364133e+02,2.100000000000000000e+01,8.000000000000000000e+00,4.909485596707827426e+02,8.890046727046541264e+02,6.295955390183963774e-01
4.589387331256490370e+02,8.892076843198337883e+02,2.100000000000000000e+01,7.000000000000000000e+00,4.582674897119348998e+02,8.890046727046541264e+02,7.012713001060741913e-01
4.261479229989868145e+02,8.893931104356635160e+02,2.100000000000000000e+01,6.000000000000000000e+00,4.255864197530870570e+02,8.890046727046541264e+02,6.827662601708482937e-01
3.934573170731707705e+02,8.895945121951219789e+02,2.100000000000000000e+01,5.000000000000000000e+00,3.929053497942392141e+02,8.890046727046541264e+02,8.078233108338001012e-01
3.608297655453618518e+02,8.897023445463812550e+02,2.100000000000000000e+01,4.000000000000000000e+00,3.602242798353913713e+02,8.890046727046541264e+02,9.237742926263862175e-01
4.589117948717948821e+02,8.568533333333332394e+02,2.000000000000000000e+01,7.000000000000000000e+00,4.582674897119348998e+02,8.563194790966427945e+02,8.367374050767270033e-01
4.261289989680082044e+02,8.568710010319916819e+02,2.000000000000000000e+01,6.000000000000000000e+00,4.255864197530870570e+02,8.563194790966427945e+02,7.736721848660652601e-01
3.935000000000000000e+02,8.567750511247443228e+02,2.000000000000000000e+01,5.000000000000000000e+00,3.929053497942392141e+02,8.563194790966427945e+02,7.491026231431076043e-01
3.608710010319917387e+02,8.568710010319916819e+02,2.000000000000000000e+01,4.000000000000000000e+00,3.602242798353913713e+02,8.563194790966427945e+02,8.499557349081147128e-01
3.280993788819876045e+02,8.569596273291925854e+02,2.000000000000000000e+01,3.000000000000000000e+00,3.275432098765435285e+02,8.563194790966427945e+02,8.480057324412811903e-01
2.952541152263374329e+02,8.570123456790123555e+02,2.000000000000000000e+01,2.000000000000000000e+00,2.948621399176956857e+02,8.563194790966427945e+02,7.960582538666807206e-01
2.626859169199594817e+02,8.571296859169199251e+02,2.000000000000000000e+01,1.000000000000000000e+00,2.621810699588478428e+02,8.563194790966427945e+02,9.546232480760330485e-01
2.299117948717948821e+02,8.571466666666666470e+02,2.000000000000000000e+01,0.000000000000000000e+00,2.295000000000000000e+02,8.563194790966427945e+02,9.240207207841873993e-01
1.047273986152324369e+03,8.566755687438179621e+02,2.000000000000000000e+01,2.500000000000000000e+01,1.046526748971195957e+03,8.563194790966427945e+02,8.277458798967655129e-01
1.014500000000000000e+03,8.565000000000000000e+02,2.000000000000000000e+01,2.400000000000000000e+01,1.013845679012348228e+03,8.563194790966427945e+02,6.787663452400185538e-01
9.818757396449703947e+02,8.565355029585798547e+02,2.000000000000000000e+01,2.300000000000000000e+01,9.811646090535003850e+02,8.563194790966427945e+02,7.432180212095828020e-01
9.490119760479042270e+02,8.564580838323353191e+02,2.000000000000000000e+01,2.200000000000000000e+01,9.484835390946525422e+02,8.563194790966427945e+02,5.463120777708634357e-01
9.161488095238095184e+02,8.565000000000000000e+02,2.000000000000000000e+01,2.100000000000000000e+01,9.158024691358046994e+02,8.563194790966427945e+02,3.905630050481357363e-01
8.835000000000000000e+02,8.565000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+01,8.831213991769568565e+02,8.563194790966427945e+02,4.194357874071395487e-01
8.509375000000000000e+02,8.563601190476190368e+02,2.000000000000000000e+01,1.900000000000000000e+01,8.504403292181090137e+02,8.563194790966427945e+02,4.988290207891337702e-01
8.180625000000000000e+02,8.563601190476190368e+02,2.000000000000000000e+01,1.800000000000000000e+01,8.177592592592611709e+02,8.563194790966427945e+02,3.059518793195837860e-01
7.854573170731707705e+02,8.564054878048780211e+02,2.000000000000000000e+01,1.700000000000000000e+01,7.850781893004133281e+02,8.563194790966427945e+02,3.887613226239349795e-01
7.528771399798589528e+02,8.563575025176232884e+02,2.000000000000000000e+01,1.600000000000000000e+01,7.523971193415654852e+02,8.563194790966427945e+02,4.815242400240384857e-01
7.200748502994011915e+02,8.564011976047904682e+02,2.000000000000000000e+01,1.500000000000000000e+01,7.197160493827176424e+02,8.563194790966427945e+02,3.679891471046891072e-01
6.875000000000000000e+02,8.564151515151514786e+02,2.000000000000000000e+01,1.400000000000000000e+01,6.870349794238697996e+02,8.563194790966427945e+02,4.747603057204385912e-01
6.548771399798589528e+02,8.563575025176232884e+02,2.000000000000000000e+01,1.300000000000000000e+01,6.543539094650219567e+02,8.563194790966427945e+02,5.246102860215836605e-01
6.220242424242424022e+02,8.564636363636363967e+02,2.000000000000000000e+01,1.200000000000000000e+01,6.216728395061741139e+02,8.563194790966427945e+02,3.798227592627551052e-01
5.894573170731707705e+02,8.564054878048780211e+02,2.000000000000000000e+01,1.100000000000000000e+01,5.889917695473262711e+02,8.563194790966427945e+02,4.734258090896895643e-01
5.569512195121951663e+02,8.565000000000000000e+02,2.000000000000000000e+01,1.000000000000000000e+01,5.563106995884784283e+02,8.563194790966427945e+02,6.654724406216965260e-01
5.241774358974358847e+02,8.565805128205128085e+02,2.000000000000000000e+01,9.000000000000000000e+00,5.236296296296305854e+02,8.563194790966427945e+02,6.068198349133110403e-01
4.915426829268292863e+02,8.565945121951219789e+02,2.000000000000000000e+01,8.000000000000000000e+00,4.909485596707827426e+02,8.563194790966427945e+02,6.546950806554205915e-01
1.047146666666666533e+03,8.239117948717947684e+02,1.900000000000000000e+01,2.500000000000000000e+01,1.046526748971195957e+03,8.236342854886314626e+02,6.791976199172289341e-01
1.014381656804733780e+03,8.238994082840237070e+02,1.900000000000000000e+01,2.400000000000000000e+01,1.013845679012348228e+03,8.236342854886314626e+02,5.979651248752618775e-01
9.816616915422885086e+02,8.238517412935323136e+02,1.900000000000000000e+01,2.300000000000000000e+01,9.811646090535003850e+02,8.236342854886314626e+02,5.425661505704829635e-01
9.489603658536585726e+02,8.238069105691056393e+02,1.900000000000000000e+01,2.200000000000000000e+01,9.484835390946525422e+02,8.236342854886314626e+02,5.071125876103954599e-01
9.161121304791029161e+02,8.238144750254841711e+02,1.900000000000000000e+01,2.100000000000000000e+01,9.158024691358046994e+02,8.236342854886314626e+02,3.582714288419460158e-01
8.834847560975609895e+02,8.237123983739836603e+02,1.900000000000000000e+01,2.000000000000000000e+01,8.831213991769568565e+02,8.236342854886314626e+02,3.716582766587658848e-01
8.508878695208969702e+02,8.238144750254841711e+02,1.900000000000000000e+01,1.900000000000000000e+01,8.504403292181090137e+02,8.236342854886314626e+02,4.824526834941737508e-01
8.180882051282051179e+02,8.238533333333332394e+02,1.900000000000000000e+01,1.800000000000000000e+01,8.177592592592611709e+02,8.236342854886314626e+02,3.952054439956287912e-01
7.528471794871794600e+02,8.238317948717948411e+02,1.900000000000000000e+01,1.600000000000000000e+01,7.523971193415654852e+02,8.236342854886314626e+02,4.914916999377003104e-01
7.200882051282051179e+02,8.238533333333332394e+02,1.900000000000000000e+01,1.500000000000000000e+01,7.197160493827176424e+02,8.236342854886314626e+02,4.318354514949326872e-01
6.874130434782608745e+02,8.236728778467908114e+02,1.900000000000000000e+01,1.400000000000000000e+01,6.870349794238697996e+02,8.236342854886314626e+02,3.800286822476918180e-01
6.548710010319916819e+02,8.238710010319916819e+02,1.900000000000000000e+01,1.300000000000000000e+01,6.543539094650219567e+02,8.236342854886314626e+02,5.686984588510237693e-01
6.220882051282051179e+02,8.238533333333332394e+02,1.900000000000000000e+01,1.200000000000000000e+01,6.216728395061741139e+02,8.236342854886314626e+02,4.695855174871735871e-01
5.895000000000000000e+02,8.237750511247443228e+02,1.900000000000000000e+01,1.100000000000000000e+01,5.889917695473262711e+02,8.236342854886314626e+02,5.273643497006614833e-01
5.568710010319916819e+02,8.238710010319916819e+02,1.900000000000000000e+01,1.000000000000000000e+01,5.563106995884784283e+02,8.236342854886314626e+02,6.082532006256601287e-01
5.241289989680082044e+02,8.238710010319916819e+02,1.900000000000000000e+01,9.000000000000000000e+00,5.236296296296305854e+02,8.236342854886314626e+02,5.526336802801877779e-01
4.915000000000000000e+02,8.239512195121951663e+02,1.900000000000000000e+01,8.000000000000000000e+00,4.909485596707827426e+02,8.236342854886314626e+02,6.360295684789469828e-01
4.589006211180123955e+02,8.239596273291925854e+02,1.900000000000000000e+01,7.000000000000000000e+00,4.582674897119348998e+02,8.236342854886314626e+02,7.118305209678535972e-01
4.261187499999999773e+02,8.240000000000000000e+02,1.900000000000000000e+01,6.000000000000000000e+00,4.255864197530870570e+02,8.236342854886314626e+02,6.458502888471125969e-01
3.935368098159509600e+02,8.240245398773006400e+02,1.900000000000000000e+01,5.000000000000000000e+00,3.929053497942392141e+02,8.236342854886314626e+02,7.423208517182795507e-01
3.608710010319917387e+02,8.241289989680082044e+02,1.900000000000000000e+01,4.000000000000000000e+00,3.602242798353913713e+02,8.236342854886314626e+02,8.142418147020288322e-01
3.281289989680082613e+02,8.241289989680082044e+02,1.900000000000000000e+01,3.000000000000000000e+00,3.275432098765435285e+02,8.236342854886314626e+02,7.667400383155421606e-01
2.954130434782608745e+02,8.243271221532090749e+02,1.900000000000000000e+01,2.000000000000000000e+00,2.948621399176956857e+02,8.236342854886314626e+02,8.851651692347781708e-01
2.626728778467908683e+02,8.244130434782608745e+02,1.900000000000000000e+01,1.000000000000000000e+00,2.621810699588478428e+02,8.236342854886314626e+02,9.210532042475193526e-01
2.299757575757575694e+02,8.245363636363636033e+02,1.900000000000000000e+01,0.000000000000000000e+00,2.295000000000000000e+02,8.236342854886314626e+02,1.019848153161326820e+00
7.854141104294478737e+02,8.235858895705521263e+02,1.900000000000000000e+01,1.700000000000000000e+01,7.850781893004133281e+02,8.236342854886314626e+02,3.393894073458770810e-01
2.628083588175331329e+02,7.918083588175330760e+02,1.800000000000000000e+01,1.000000000000000000e+00,2.621810699588478428e+02,7.909490918806201307e+02,1.063875453755019906e+00
2.299117948717948821e+02,7.918533333333332394e+02,1.800000000000000000e+01,0.000000000000000000e+00,2.295000000000000000e+02,7.909490918806201307e+02,9.935932876389999002e-01
1.047106014271151707e+03,7.911060142711518210e+02,1.800000000000000000e+01,2.500000000000000000e+01,1.046526748971195957e+03,7.909490918806201307e+02,6.001440863517741864e-01
1.014360119047619037e+03,7.910625000000000000e+02,1.800000000000000000e+01,2.400000000000000000e+01,1.013845679012348228e+03,7.909490918806201307e+02,5.267921330379847777e-01
9.816398809523809632e+02,7.910625000000000000e+02,1.800000000000000000e+01,2.300000000000000000e+01,9.811646090535003850e+02,7.909490918806201307e+02,4.886151649374272377e-01
9.488262626262626327e+02,7.910000000000000000e+02,1.800000000000000000e+01,2.200000000000000000e+01,9.484835390946525422e+02,7.909490918806201307e+02,3.464838462873669478e-01
9.161274209989805968e+02,7.909520897043831837e+02,1.800000000000000000e+01,2.100000000000000000e+01,9.158024691358046994e+02,7.909490918806201307e+02,3.249656910026064160e-01
8.833802395209580709e+02,7.909760479041916597e+02,1.800000000000000000e+01,2.000000000000000000e+01,8.831213991769568565e+02,7.909490918806201307e+02,2.602401792372880940e-01
