time_s,flow_rate_lps
0.000000,-0.000000
0.024000,2.928000
0.020000,4.292000
0.034000,6.327000
0.053000,8.339000
0.073000,6.573000
0.116000,6.461000
0.145000,5.880000
0.198000,6.126000
0.256000,5.388000
0.304000,4.762000
0.333000,4.136000
0.343000,3.085000
0.347000,1.855000
0.367000,0.961000
0.405000,0.447000
0.482000,0.424000
